txtkontakid;status;umur;gender;prov;produk_kes;bekerja;payday;saudara
1110-6549159;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;-1
1307-6819867;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1912-Q797516;0;40-50 Tahun;1;BANTEN;0;1;0;-1
1901-H810361;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2012-Q866579;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1612-H932653;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
2011-OP66158;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
1902-T080255;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;0;-1
1803-H814561;0;>70 Tahun;1;SUMATERA UTARA;0;1;0;-1
1808-J363366;0;30-40 Tahun;1;RIAU;0;0;0;-1
2012-PPX0141;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2103-Q875532;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
0812-1602674;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;1;1;0
1811-F141935;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2103-Q622058;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1205-5363304;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;-1
2002-Q878755;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1710-V629222;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;0
1711-V625877;0;20-30 Tahun;1;RIAU;0;1;0;-1
1404-4550991;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2103-OI68810;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1909-Q627532;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2004-CX39273;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;0
2010-PW45592;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2103-QP16723;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1410-F040804;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
2009-Q658965;0;40-50 Tahun;1;KALIMANTAN TIMUR;0;1;1;-1
1911-Q627038;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1310-6752897;0;50-70 Tahun;1;JAWA BARAT;0;0;0;-1
2106-Q640431;0;<20 Tahun;1;SUMATERA UTARA;0;0;0;-1
1701-W718244;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2103-CX89073;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1409-D358778;0;50-70 Tahun;1;DI  ACEH;0;1;0;-1
1009-1723948;0;40-50 Tahun;1;KALIMANTAN TIMUR;0;1;0;-1
1604-E455807;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2001-PW40177;0;30-40 Tahun;0;JAWA BARAT;0;1;1;-1
1302-5418001;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;0
1406-1169146;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2002-I890941;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1808-E310443;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2102-Q578489;0;30-40 Tahun;1;JAWA TENGAH;1;1;0;-1
2110-RT04343;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1310-4384396;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1303-1278429;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1906-PQ46435;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2102-PQ25127;0;30-40 Tahun;0;DKI JAKARTA;0;0;0;-1
1804-6753108;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1608-1285469;0;30-40 Tahun;0;DKI JAKARTA;0;1;0;-1
2003-M280967;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1606-Y935231;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;0
1602-9055103;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1912-OP35733;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
2006-Q821066;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2007-AO11796;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2004-OI41796;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2102-OP12528;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;1;-1
1412-7363002;0;30-40 Tahun;1;SULAWESI TENGGARA;0;0;1;-1
2009-W548771;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2010-Q834647;0;40-50 Tahun;1;JAWA TIMUR;0;1;0;-1
1609-D470214;0;40-50 Tahun;1;BANTEN;0;0;0;0
2108-PM14510;0;50-70 Tahun;1;JAWA TIMUR;0;0;1;-1
2012-F148686;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1708-E155390;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;1
2111-CX53232;0;30-40 Tahun;1;KEPULAUAN BANGKA BELITUNG;0;1;0;-1
2103-OQ19150;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2012-PKL7075;1;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1412-D274074;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1603-E456562;0;40-50 Tahun;1;BALI;0;1;0;-1
1902-I895954;0;20-30 Tahun;1;BALI;0;1;0;-1
2103-Q868663;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2103-Q862510;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2009-AN12355;0;30-40 Tahun;0;JAWA TIMUR;0;1;0;-1
1611-E444916;0;30-40 Tahun;1;BANTEN;0;1;0;-1
2009-T564892;0;40-50 Tahun;1;BALI;0;1;1;-1
1904-V447023;0;30-40 Tahun;1;SUMATERA BARAT;0;1;0;-1
2011-P755354;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2010-OP15338;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2102-QP13527;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2010-Q871300;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2004-OP21374;0;40-50 Tahun;1;JAWA TIMUR;0;1;0;-1
1308-3127719;0;40-50 Tahun;1;JAWA TENGAH;0;1;1;-1
2012-OI83299;0;30-40 Tahun;1;BALI;0;1;0;-1
2101-T042893;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
1608-D656615;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2011-OP55542;0;30-40 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
1103-1858884;0;50-70 Tahun;1;BANTEN;0;0;1;-1
2009-TX13378;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2012-RC10797;0;50-70 Tahun;1;JAWA TIMUR;0;0;0;-1
2008-M278335;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2008-AO22804;0;20-30 Tahun;1;KALIMANTAN UTARA;0;1;0;-1
1610-6635123;0;30-40 Tahun;0;DKI JAKARTA;0;1;0;-1
2103-QP16560;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2110-M280022;0;30-40 Tahun;1;JAWA TENGAH;0;0;1;-1
2009-PW50061;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;0;0;-1
2103-Q878868;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
0905-1180773;0;30-40 Tahun;1;BENGKULU;0;0;0;0
2109-EV11871;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
2101-PQ17679;0;20-30 Tahun;1;JAMBI;0;1;0;-1
2009-OI65729;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1601-Z876662;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;0
2102-I897981;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2012-OP67207;0;30-40 Tahun;1;SUMATERA BARAT;0;1;1;-1
2103-XNH3299;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2008-K790583;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1302-6855265;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2107-OI44015;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
1209-5413023;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2103-Q620936;0;20-30 Tahun;1;SULAWESI TENGAH;0;0;1;-1
0904-1127496;1;40-50 Tahun;1;DIY YOGYAKARTA;0;0;0;1
2010-AO22354;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2004-CX90455;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1912-PO68102;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1012-1140630;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
1012-5066003;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;0
1908-CX20227;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2201-PRR4157;0;20-30 Tahun;1;LAMPUNG;0;0;0;-1
2012-OP33596;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
1101-1801003;0;50-70 Tahun;1;JAWA TIMUR;0;0;0;0
1804-H363927;1;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
2011-CX07793;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1408-7367189;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;0
2103-Q794569;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1801-J369026;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1712-J134123;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1901-PPX1662;0;30-40 Tahun;0;BANTEN;0;1;0;-1
2101-PW44915;0;>70 Tahun;1;SUMATERA UTARA;0;1;0;-1
2002-OP23230;0;40-50 Tahun;1;BALI;0;0;0;3
2009-T753024;0;30-40 Tahun;1;DI  ACEH;0;0;0;-1
1208-6818136;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1809-GR14383;0;20-30 Tahun;1;KALIMANTAN BARAT;0;0;1;-1
2007-OI40142;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2102-4CX8532;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1703-3123603;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2103-PW05094;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1909-Q878953;0;30-40 Tahun;1;BALI;0;0;1;0
0804-1093814;0;30-40 Tahun;1;BANTEN;0;0;0;2
1712-D650099;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2105-I865766;0;30-40 Tahun;0;SULAWESI SELATAN;0;1;0;-1
1910-K795727;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2002-OI40362;0;40-50 Tahun;1;JAWA TENGAH;0;1;1;-1
1802-H369545;0;30-40 Tahun;1;JAWA BARAT;1;0;1;-1
1112-6543400;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2102-R070292;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
0709-1385826;0;40-50 Tahun;1;SUMATERA UTARA;0;0;0;2
2110-MR11596;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1009-1795917;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;0
2104-PW26997;0;30-40 Tahun;1;KALIMANTAN SELATAN;0;0;0;-1
2012-T555246;0;20-30 Tahun;1;RIAU;0;0;0;-1
2103-W541151;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2004-OI41830;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1210-6836963;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2010-Q858099;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2101-T048123;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2010-3CX3248;0;20-30 Tahun;1;BANTEN;0;1;1;-1
2101-PQ90826;0;40-50 Tahun;1;JAWA BARAT;0;1;1;-1
1811-E463924;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1706-3923176;1;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1512-E465558;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2003-XNH0456;0;30-40 Tahun;1;SUMATERA BARAT;0;1;0;-1
1010-1804769;0;40-50 Tahun;1;BANTEN;0;1;0;0
0908-1179279;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
2009-OP90958;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
2101-TX28014;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1804-H935296;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1211-1642013;0;50-70 Tahun;1;SUMATERA UTARA;0;1;0;4
2103-CX13343;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1708-F078175;0;40-50 Tahun;1;DKI JAKARTA;0;0;1;-1
1911-P751782;0;20-30 Tahun;1;BALI;0;1;0;-1
1912-OP46341;0;>70 Tahun;1;SUMATERA UTARA;0;0;1;-1
1712-M516835;0;20-30 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
2012-R078744;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
1901-T041142;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1301-8708791;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
2007-AO19834;0;40-50 Tahun;1;RIAU;0;0;0;-1
1306-0523432;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
2101-M284783;0;40-50 Tahun;0;JAWA BARAT;0;1;0;-1
2012-K796133;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1810-M294240;0;20-30 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
1302-8121176;0;50-70 Tahun;1;BANTEN;0;0;0;-1
1912-I897163;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2101-RT04023;0;40-50 Tahun;0;JAWA BARAT;0;1;0;-1
1809-T944351;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2006-CX02344;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2105-W513040;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
1101-1179064;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;0
2010-3CX4758;0;20-30 Tahun;1;BANTEN;0;1;0;-1
2103-KR17060;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;1;0;0
1701-J149172;0;40-50 Tahun;0;JAWA TENGAH;0;1;0;-1
1807-E453410;0;30-40 Tahun;1;SULAWESI UTARA;0;1;0;-1
2102-PRR2551;0;20-30 Tahun;1;SUMATERA UTARA;0;0;1;-1
1006-1529089;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;0
2010-V447333;0;30-40 Tahun;1;SULAWESI TENGAH;0;0;0;-1
2103-PR15268;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
2009-R071538;0;30-40 Tahun;0;KEPULAUAN RIAU;0;0;0;-1
2002-W551440;0;20-30 Tahun;1;SUMATERA UTARA;0;0;1;-1
1802-ZZ23442;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;1
2103-PQ96964;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2006-Q579764;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;0
1809-W713322;0;30-40 Tahun;1;GORONTALO;0;1;0;-1
1006-1595402;0;40-50 Tahun;1;SUMATERA UTARA;1;1;0;-1
0806-1125919;0;30-40 Tahun;1;JAWA BARAT;0;1;0;0
2101-T567055;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2102-W511346;0;30-40 Tahun;1;RIAU;0;1;0;-1
2010-Q792239;0;30-40 Tahun;1;BALI;0;0;0;-1
2008-OI01821;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;0
2104-PQ97302;0;20-30 Tahun;1;PAPUA;0;0;0;-1
1503-D103554;0;30-40 Tahun;1;JAWA TENGAH;0;1;1;-1
1901-Z777668;0;20-30 Tahun;1;DI  ACEH;0;0;0;-1
1810-W552516;0;30-40 Tahun;1;JAWA BARAT;0;0;0;0
2009-PW19406;0;20-30 Tahun;1;BENGKULU;0;0;0;-1
2109-PM15673;0;30-40 Tahun;1;LAMPUNG;0;0;0;-1
2012-OI00416;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2010-Q874864;0;20-30 Tahun;0;JAWA TIMUR;0;1;0;-1
2103-XNH3307;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1511-F143097;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
2102-I860718;0;30-40 Tahun;1;RIAU;0;0;0;-1
2001-PQ93167;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
2111-ZW46872;0;20-30 Tahun;1;KALIMANTAN SELATAN;0;0;0;-1
2101-P614143;1;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2001-CX18245;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2009-R073457;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2008-P614796;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2111-MR10875;0;20-30 Tahun;1;BALI;0;0;0;-1
2109-PA23448;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2010-OP98479;0;30-40 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2105-T551234;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1903-W598106;0;20-30 Tahun;1;KALIMANTAN BARAT;0;1;0;-1
1601-Z884617;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2012-KLK6966;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1307-8709078;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-T550907;1;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2103-OP87414;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1810-XNG5360;0;30-40 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2011-PW00126;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1901-D105099;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2011-Q638074;0;40-50 Tahun;1;JAMBI;0;0;0;-1
2010-W577415;0;20-30 Tahun;1;BANTEN;0;1;0;-1
2103-YXC1594;0;40-50 Tahun;1;DKI JAKARTA;0;0;1;-1
1907-I897809;0;30-40 Tahun;1;JAMBI;0;1;0;-1
2109-EV14342;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2001-I894373;0;20-30 Tahun;1;SUMATERA BARAT;0;1;0;-1
2112-PR54850;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1211-4004527;0;40-50 Tahun;1;DKI JAKARTA;1;1;1;-1
2202-I871603;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1802-J528957;0;40-50 Tahun;1;LAMPUNG;1;0;1;-1
1907-Q857353;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
2003-PQ48501;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2009-Q634580;0;30-40 Tahun;1;LAMPUNG;0;0;0;-1
1811-H819588;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2111-LL14691;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1805-F053692;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1302-5373981;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-PW06877;0;30-40 Tahun;1;PAPUA;0;0;0;-1
2012-T049286;0;30-40 Tahun;1;BANTEN;0;1;1;-1
1907-3CX0028;0;50-70 Tahun;0;SUMATERA UTARA;0;1;0;-1
1401-3120162;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1812-Q659112;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2103-OP12669;0;20-30 Tahun;1;DI  ACEH;0;0;0;-1
2012-D421243;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2007-I890319;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1702-3074530;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2003-T039753;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
2101-OP52870;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1003-1173994;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
2101-OI93177;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2102-CV19855;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1608-D277981;0;40-50 Tahun;0;JAWA TIMUR;0;1;0;-1
2012-CX57938;0;50-70 Tahun;0;DKI JAKARTA;0;1;0;-1
2011-PW25740;0;20-30 Tahun;1;BALI;0;0;0;-1
1306-5413486;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
1608-F057664;0;30-40 Tahun;1;BALI;0;0;0;-1
2009-OP23817;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;1;0;-1
1901-Q639209;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1901-T028481;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1502-6590825;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1906-PW00285;0;20-30 Tahun;1;DKI JAKARTA;0;1;1;-1
1502-2481039;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
2009-KLK7097;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1911-PQ55601;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2009-Q784904;0;30-40 Tahun;1;BALI;0;0;0;-1
1105-1723324;0;40-50 Tahun;1;SUMATERA UTARA;1;1;0;-1
1911-T567360;0;20-30 Tahun;1;JAMBI;0;0;0;-1
2008-AX29775;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1011-1610973;0;40-50 Tahun;1;SUMATERA UTARA;0;0;0;-1
2007-RO78106;0;20-30 Tahun;1;GORONTALO;0;1;0;-1
2012-QP15927;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1406-6593041;1;30-40 Tahun;1;JAWA TIMUR;0;1;1;1
1505-4510368;0;20-30 Tahun;1;SUMATERA SELATAN;0;0;0;-1
1902-OP60730;1;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2103-I864641;0;20-30 Tahun;1;SULAWESI UTARA;0;1;0;-1
2109-IS27737;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1909-XNG4845;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1912-RT06227;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2011-PKL4473;0;40-50 Tahun;1;JAWA BARAT;0;0;0;4
1810-PPX8412;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
2101-I867415;0;20-30 Tahun;1;DI  ACEH;0;0;0;0
2004-PQ99693;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1102-1793813;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
1909-AO21727;0;50-70 Tahun;0;JAWA TIMUR;0;1;0;-1
1811-J524690;1;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-T023040;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2008-RO76205;0;50-70 Tahun;1;DKI JAKARTA;0;0;0;-1
2101-P759030;0;20-30 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
1710-E465465;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
2102-T035345;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2008-M282598;0;30-40 Tahun;0;BANTEN;0;1;1;-1
2012-I882016;0;20-30 Tahun;1;SUMATERA SELATAN;0;0;0;-1
1611-3126746;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;0
1708-GR11233;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2012-Q659416;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2105-PW46033;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1601-1167053;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1503-4009491;0;40-50 Tahun;1;DKI JAKARTA;1;1;1;-1
2011-OP93508;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1202-5380617;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1903-OP23831;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;1;-1
1005-1672730;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;-1
1405-D980004;0;40-50 Tahun;1;JAWA BARAT;0;0;0;1
1710-3074800;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1812-M289315;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2102-W568036;0;20-30 Tahun;1;PAPUA;0;1;0;-1
1809-1165392;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2012-OI88853;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1711-Y921093;0;20-30 Tahun;1;JAWA TIMUR;0;1;1;-1
2010-3CX4279;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1212-5366005;0;40-50 Tahun;1;BANTEN;0;1;0;-1
2103-TR02738;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2005-I877364;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
1807-L889508;0;30-40 Tahun;1;JAWA BARAT;0;0;0;1
1903-Q794782;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
0805-1059697;0;30-40 Tahun;1;JAWA TENGAH;0;1;1;0
1909-PQ45419;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1908-PW12212;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1105-5430546;0;30-40 Tahun;1;RIAU;0;1;1;-1
2109-NUU1865;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2112-LL38046;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1911-OP47513;0;50-70 Tahun;1;JAWA BARAT;0;1;1;-1
1807-H123860;0;20-30 Tahun;1;KALIMANTAN BARAT;0;1;0;-1
1304-6637667;0;50-70 Tahun;1;SULAWESI TENGAH;0;0;0;2
2011-W560286;0;30-40 Tahun;1;KALIMANTAN SELATAN;0;1;0;-1
1507-G014993;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;0
2010-RT08298;0;20-30 Tahun;1;KALIMANTAN SELATAN;0;0;0;-1
1901-XNG2173;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1210-5447853;0;40-50 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2011-Q635708;0;30-40 Tahun;1;SULAWESI TENGAH;0;0;0;-1
2101-W544241;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2102-4CX0867;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2102-TX23204;0;30-40 Tahun;1;BENGKULU;0;1;1;-1
1610-4511595;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1805-F731097;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2110-Q874691;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1711-C914945;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1711-C900175;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1205-6649224;0;40-50 Tahun;1;DKI JAKARTA;0;0;1;-1
1411-E122368;0;40-50 Tahun;1;DKI JAKARTA;1;0;0;-1
0908-1094987;0;50-70 Tahun;0;BALI;0;1;1;-1
